czas,bzdura,x,y,z
2.491266,ankieta PRZED_niski_minimalna ilość informacji,0.00, 2.95, 0.00
3.977339,False,0.00, 2.95, 0.00
3.977339,location,0.00, 2.95, 0.00
4.979177,location,0.00, 2.17, 0.00
5.980986,location,0.00, 2.17, 0.00
6.982878,location,0.07, 2.17, 3.77
7.04,diamond,0.09, 2.17, 4.06
7.6,diamond,-0.17, 2.17, 6.84
7.984711,location,-0.32, 2.24, 8.73
8.26,diamond,-0.37, 2.23, 10.13
8.986618,location,-0.41, 2.22, 11.03
9.988444,location,-3.07, 0.23, 11.37
10.84,diamond,-6.85, -2.68, 13.11
10.99031,location,-7.54, -2.68, 13.25
11.54,diamond,-7.39, -2.68, 15.50
11.99222,location,-7.76, -2.68, 17.67
12.26,diamond,-7.92, -2.68, 19.06
12.99393,location,-8.06, -2.68, 22.65
13.04,diamond,-7.97, -2.68, 22.94
13.66,diamond,-5.03, -2.68, 23.53
13.99589,location,-3.48, -2.68, 23.92
14.46,diamond,-1.15, -2.68, 24.45
14.9977,location,1.44, -2.68, 24.52
15.28,diamond,2.93, -2.68, 24.31
15.99954,location,6.40, -2.68, 24.22
16.02,diamond,6.57, -2.68, 24.11
16.68,diamond,7.77, -2.68, 21.15
17.00137,location,7.90, -2.68, 19.56
17.42,diamond,7.92, -2.68, 17.46
18.00328,location,8.10, -2.68, 14.57
18.18,diamond,8.20, -2.68, 13.68
19.00513,location,7.90, -2.68, 12.42
20.00713,location,5.92, -2.68, 12.30
21.0089,location,3.78, -2.70, 13.11
22.01067,location,3.70, -2.76, 15.28
23.01261,location,3.81, -2.68, 17.21
23.14616,jump,3.81, -2.68, 17.21
24.01454,location,2.80, 0.30, 16.23
25.01621,location,4.04, -2.68, 16.74
26.01819,location,2.53, -2.68, 20.82
27.02,location,-1.86, -2.68, 21.45
28.02191,location,-3.63, -2.68, 17.18
28.88,diamond,-1.43, -2.68, 14.31
28.9,diamond,-1.35, -2.68, 14.25
28.98,diamond,-1.07, -2.68, 13.96
29,diamond,-1.00, -2.68, 13.89
29.02372,location,-0.94, -2.68, 13.81
29.06,diamond,-0.91, -2.68, 13.64
29.32,diamond,-0.93, -2.68, 12.43
29.36,diamond,-0.86, -2.68, 12.24
29.36,diamond,-0.86, -2.68, 12.24
29.54,diamond,-0.36, -2.68, 11.50
29.56,diamond,-0.29, -2.68, 11.43
29.58,diamond,-0.22, -2.68, 11.36
29.98,diamond,0.97, -2.68, 11.94
30,diamond,0.97, -2.68, 12.04
30.02563,location,0.97, -2.68, 12.14
30.4,diamond,0.58, -2.68, 14.00
30.4,diamond,0.58, -2.68, 14.00
30.64,diamond,0.41, -2.68, 15.19
30.8,diamond,0.29, -2.68, 15.98
30.82,diamond,0.27, -2.68, 16.08
30.84,diamond,0.26, -2.68, 16.18
30.84,diamond,0.26, -2.68, 16.18
31.02745,location,-0.12, -2.68, 16.94
32.0293,location,-3.98, -2.68, 16.41
32.89753,jump,-4.44, -2.68, 16.57
33.03118,location,-4.44, -1.43, 16.57
34.03289,location,-2.64, -0.29, 12.82
34.09978,jump,-2.64, -0.29, 12.82
35.0349,location,-0.10, 2.51, 13.00
35.26,diamond,-0.23, 2.17, 13.48
35.98,diamond,0.12, 1.79, 16.90
36.03674,location,0.11, 1.75, 17.10
36.8215,jump,-0.11, 0.22, 20.10
37.03859,location,-0.13, 1.87, 21.09
37.24,diamond,-0.09, 2.99, 22.19
37.54,diamond,-0.03, 3.34, 23.69
37.98,diamond,0.03, 1.43, 25.89
38.04046,location,0.06, 1.32, 26.19
38.48,diamond,0.20, 1.32, 28.38
39.04233,location,-0.01, 1.32, 31.00
39.12,diamond,-0.06, 1.32, 31.40
40.04413,location,1.43, 1.32, 31.56
41.04594,location,6.17, 1.32, 31.95
41.06,normal button enter,6.27, 1.32, 31.95
41.24,diamond,7.17, 1.32, 32.02
41.68043,jump,7.66, 1.32, 32.12
41.76,diamond,7.66, 2.05, 32.12
41.9,diamond,7.66, 3.10, 32.12
42.0478,location,7.66, 3.85, 32.12
43.04974,location,7.66, 1.32, 32.12
44.05154,location,4.36, 1.30, 33.12
44.92,diamond,0.75, 1.32, 35.22
45.05341,location,0.78, 1.32, 35.82
45.58,diamond,0.63, 1.32, 38.49
46.05534,location,0.24, 1.32, 40.76
46.2,diamond,0.11, 1.32, 41.55
47.05723,location,-0.23, 1.32, 41.89
48.05901,location,-4.95, 1.32, 40.70
48.36,normal button enter,-6.53, 1.32, 40.41
48.52,diamond,-7.31, 1.32, 40.26
48.89384,jump,-8.27, 1.32, 39.96
48.96,diamond,-8.27, 2.07, 39.96
49.06082,location,-8.27, 2.87, 39.96
49.08,diamond,-8.27, 3.01, 39.96
50.06267,location,-8.27, 2.60, 39.96
