czas,bzdura,x,y,z
5.179641,ankieta PRZED_niski_średnia ilość informacji,0.00, 2.95, 0.00
7.650829,False,0.00, 2.95, 0.00
7.650829,location,0.00, 2.95, 0.00
8.652761,location,0.00, 2.17, 0.00
9.654495,location,0.08, 2.17, 0.39
10.38,diamond,-0.18, 2.17, 4.05
10.65648,location,-0.33, 2.17, 5.35
10.96,diamond,-0.35, 2.17, 6.94
11.6,diamond,0.11, 2.17, 10.04
11.65831,location,0.26, 2.17, 10.18
12.36,diamond,0.15, 2.17, 13.54
12.66009,location,0.05, 2.17, 13.92
13.66197,location,-0.30, 2.17, 15.61
14.08,diamond,-0.25, 2.00, 16.91
14.48016,jump,-0.27, 1.35, 18.91
14.62,diamond,-0.29, 2.57, 19.61
14.66386,location,-0.30, 2.86, 19.81
14.98,diamond,-0.35, 4.35, 21.41
15.44,diamond,-0.18, 3.78, 23.69
15.66575,location,0.02, 2.39, 24.77
15.9,diamond,0.04, 1.32, 25.97
16.66761,location,0.04, 1.32, 25.97
17.6694,location,-0.82, -0.47, 25.01
18.22,diamond,-3.37, -2.68, 24.62
18.67118,location,-5.47, -2.68, 24.47
19.02,diamond,-7.15, -2.68, 24.47
19.67311,location,-7.56, -2.68, 21.31
19.68,diamond,-7.56, -2.68, 21.21
20.67498,location,-5.65, -2.68, 18.72
21.6768,location,-2.50, -2.68, 15.87
22.22,diamond,-1.26, -2.68, 16.17
22.24,diamond,-1.22, -2.68, 16.26
22.4,diamond,-0.78, -2.68, 16.92
22.58,diamond,-0.10, -2.68, 17.40
22.58,diamond,-0.10, -2.68, 17.40
22.67865,location,0.26, -2.68, 17.23
22.92,diamond,0.84, -2.68, 16.08
22.94,diamond,0.87, -2.68, 15.98
23.14,diamond,1.02, -2.68, 15.01
23.32,diamond,0.93, -2.68, 14.11
23.34,diamond,0.93, -2.68, 14.01
23.52,diamond,0.89, -2.68, 13.12
23.68038,location,1.08, -2.68, 12.37
23.7,diamond,1.11, -2.68, 12.28
23.7,diamond,1.11, -2.68, 12.28
23.92,diamond,1.01, -2.68, 11.20
24.1,diamond,0.41, -2.68, 10.72
24.12,diamond,0.41, -2.68, 10.72
24.68,diamond,-0.25, -2.68, 12.04
24.68,diamond,-0.25, -2.68, 12.04
24.68234,location,-0.25, -2.68, 12.04
25.48,diamond,-0.13, -2.68, 14.02
25.48,diamond,-0.13, -2.68, 14.02
25.68416,location,-0.95, -2.68, 14.60
26.686,location,-5.22, -2.68, 16.57
27.04,diamond,-6.84, -2.68, 16.23
27.6879,location,-7.64, -2.68, 14.03
27.76,diamond,-7.60, -2.68, 13.63
28.68977,location,-7.19, -2.68, 15.80
29.69151,location,-4.78, -2.68, 20.11
30.69342,location,-0.57, -2.68, 22.81
30.78,diamond,-0.35, -2.68, 23.21
31.58,diamond,2.90, -2.68, 24.26
31.69521,location,3.39, -2.68, 24.18
32.32,diamond,6.56, -2.68, 23.75
32.69711,location,7.74, -2.68, 22.96
33.04,diamond,7.53, -2.68, 21.18
33.69893,location,7.97, -2.68, 18.18
33.82,diamond,7.98, -2.68, 17.48
34.62,diamond,7.73, -2.68, 13.75
34.70074,location,7.70, -2.68, 13.38
34.9679,jump,7.36, -2.68, 12.47
35.70256,location,3.77, 0.49, 11.86
36.10335,jump,2.83, -0.16, 11.29
36.7045,location,1.63, 3.01, 11.10
37.7063,location,0.55, 2.17, 15.40
38.70823,location,0.56, 1.66, 18.49
38.99196,jump,0.48, 0.95, 19.69
39.71004,location,0.45, 4.18, 23.29
40.71189,location,0.23, 1.32, 28.27
40.72,diamond,0.23, 1.32, 28.37
41.34,diamond,0.13, 1.32, 31.41
41.71372,location,1.60, 1.32, 31.77
42.71553,location,6.04, 1.32, 31.28
42.78,normal button enter,6.44, 1.32, 31.28
42.94,diamond,7.19, 1.32, 31.54
43.24981,jump,7.70, 1.32, 31.85
43.32,diamond,7.70, 2.06, 31.85
43.46,diamond,7.70, 3.13, 31.85
43.71738,location,7.70, 4.28, 31.85
44.71923,location,7.06, 1.32, 33.61
45.72099,location,3.08, 1.30, 34.66
46.22,diamond,0.84, 1.32, 35.43
46.72292,location,-1.03, 1.32, 34.50
47.18,diamond,-2.78, 1.32, 33.90
47.34,diamond,-3.01, 1.32, 33.22
47.34,diamond,-3.01, 1.32, 33.22
47.42,diamond,-3.08, 1.32, 32.82
47.5,diamond,-3.26, 1.32, 32.50
47.72461,location,-3.13, 1.32, 32.05
47.94176,jump,-3.13, 1.32, 32.05
48.7266,location,-5.84, 4.35, 30.87
48.82,diamond,-6.17, 4.08, 30.55
48.82,diamond,-6.17, 4.08, 30.55
48.9,diamond,-6.56, 3.91, 30.63
48.92,diamond,-6.66, 3.96, 30.65
49.32769,jump,-6.85, 4.05, 30.70
49.42,diamond,-6.95, 4.96, 30.69
49.44,diamond,-7.05, 5.13, 30.67
49.48,diamond,-7.25, 5.44, 30.63
49.5,diamond,-7.30, 5.58, 30.55
49.54,diamond,-7.41, 5.86, 30.38
49.56,diamond,-7.47, 5.99, 30.30
49.72844,location,-8.18, 6.79, 30.08
50.73029,location,-9.36, 5.33, 30.75
50.86,diamond,-9.11, 5.20, 30.91
50.98,diamond,-8.62, 4.93, 31.26
50.98,diamond,-8.62, 4.93, 31.26
51.34807,jump,-8.22, 4.71, 31.55
51.44,diamond,-8.22, 5.62, 31.55
51.68,diamond,-7.96, 6.99, 31.71
51.73212,location,-7.79, 6.99, 31.81
52.22,diamond,-7.10, 6.61, 32.22
52.48,diamond,-7.10, 5.23, 32.22
52.73392,location,-7.10, 4.12, 32.22
53.3,diamond,-8.13, 4.69, 31.06
53.73574,location,-7.95, 4.64, 29.93
54.73763,location,-8.16, 4.47, 33.18
55.5392,jump,-9.08, 3.21, 34.49
55.73949,location,-9.08, 4.91, 34.49
56.74135,location,-8.59, 4.26, 35.67
57.3,normal button enter,-8.36, 1.32, 38.46
57.46,diamond,-8.29, 1.32, 39.26
57.70977,jump,-8.27, 1.32, 39.96
57.74319,location,-8.27, 1.70, 39.96
57.78,diamond,-8.27, 2.06, 39.96
57.9,diamond,-8.27, 2.99, 39.96
58.74502,location,-5.00, 3.48, 39.63
59.68,diamond,-1.02, 1.32, 39.61
59.7468,location,-0.73, 1.32, 39.70
60.26,diamond,-0.99, 1.32, 42.02
60.74879,location,-0.13, 1.32, 44.09
61.75058,location,-0.51, 1.32, 49.08
62.16,diamond,-0.37, 1.32, 51.09
62.75232,location,-0.18, 1.32, 53.63
62.96,diamond,-0.29, 1.32, 54.60
63.52,diamond,-2.85, 1.32, 55.64
63.75428,location,-3.71, 1.32, 56.16
64.12,diamond,-5.61, 1.32, 56.14
64.7,diamond,-8.51, 1.32, 56.10
64.7561,location,-8.71, 1.32, 56.10
65.46,diamond,-12.11, 1.32, 56.23
65.75784,location,-13.44, 1.32, 56.31
66.64,diamond,-14.89, 1.32, 54.18
66.66,diamond,-14.94, 1.32, 54.09
66.75977,location,-15.14, 1.32, 53.75
66.84,diamond,-15.37, 1.32, 53.30
66.96,diamond,-15.31, 1.32, 52.71
66.98,diamond,-15.29, 1.32, 52.61
67.64,diamond,-14.91, 1.32, 49.34
67.66,diamond,-14.91, 1.32, 49.24
67.76166,location,-14.95, 1.32, 48.74
67.84,diamond,-15.08, 1.32, 48.36
67.96,diamond,-15.32, 1.32, 47.82
67.98,diamond,-15.36, 1.32, 47.72
68.34,diamond,-15.20, 1.32, 46.08
68.36,diamond,-15.16, 1.32, 45.98
68.62,diamond,-14.87, 1.32, 44.72
68.66,diamond,-14.84, 1.32, 44.52
68.68,diamond,-14.83, 1.32, 44.43
68.76347,location,-14.79, 1.32, 44.03
69.26,diamond,-15.58, 1.32, 43.72
69.28,diamond,-15.67, 1.32, 43.75
69.52,diamond,-16.60, 1.32, 44.00
69.54,diamond,-16.60, 1.32, 44.10
69.76546,location,-16.53, 1.32, 45.20
70.24,diamond,-16.45, 1.32, 47.59
70.26,diamond,-16.46, 1.32, 47.69
70.38,diamond,-16.49, 1.32, 48.29
70.4,diamond,-16.50, 1.32, 48.39
70.76723,location,-16.54, 1.32, 50.19
70.86,diamond,-16.56, 1.32, 50.69
70.86,diamond,-16.56, 1.32, 50.69
71.2,diamond,-16.36, 1.32, 52.16
71.22,diamond,-16.44, 1.32, 52.22
71.76902,location,-18.40, 1.29, 53.19
71.84,diamond,-18.62, 1.29, 52.86
71.86,diamond,-18.66, 1.29, 52.77
72.2,diamond,-19.11, 1.29, 52.73
72.22,diamond,-19.20, 1.29, 52.77
72.26,diamond,-19.39, 1.29, 52.84
72.77089,location,-19.68, 1.29, 52.03
72.8,diamond,-19.64, 1.29, 51.83
72.82,diamond,-19.62, 1.29, 51.73
73.16,diamond,-19.34, 1.29, 50.06
73.18,diamond,-19.33, 1.29, 49.96
73.36,diamond,-19.24, 1.29, 49.06
73.46,diamond,-19.23, 1.29, 48.56
73.48,diamond,-19.23, 1.29, 48.46
73.77271,location,-19.29, 1.29, 47.06
73.98,diamond,-19.36, 1.29, 45.97
74,diamond,-19.37, 1.29, 45.87
74.1,diamond,-19.44, 1.29, 45.37
74.12,diamond,-19.46, 1.29, 45.27
74.14,diamond,-19.48, 1.29, 45.18
74.38,diamond,-19.49, 1.29, 44.02
74.4,diamond,-19.54, 1.29, 43.93
