czas,bzdura,x,y,z
7.166509,ankieta PRZED_wysoki_minimalna ilość informacji,0.00, 2.95, 0.00
8.068313,True,0.00, 2.95, 0.00
8.068313,location,0.00, 2.95, 0.00
9.07015,location,-0.01, 2.17, 2.30
9.4,diamond,-0.02, 2.17, 4.00
9.96,diamond,-0.10, 2.17, 6.80
10.07201,location,-0.12, 2.17, 7.30
10.62,diamond,-0.07, 2.17, 10.10
11.07386,location,-0.07, 2.17, 12.29
11.3,diamond,-0.20, 2.17, 13.49
12,diamond,-0.21, 1.95, 16.98
12.0757,location,-0.21, 1.89, 17.28
13.07756,location,-0.77, -2.68, 22.13
13.32,diamond,-0.86, -2.68, 23.41
13.84,diamond,-2.99, -2.68, 24.04
14.07933,location,-4.07, -2.68, 23.88
14.7,diamond,-7.10, -2.68, 24.05
15.08124,location,-7.59, -2.68, 22.39
15.32,diamond,-7.56, -2.68, 21.19
16.08313,location,-7.82, -2.68, 17.55
16.1,diamond,-7.83, -2.68, 17.45
16.86,diamond,-8.10, -2.68, 13.66
17.08492,location,-7.47, -2.68, 13.21
18.08676,location,-5.87, -2.68, 16.74
19.08863,location,-1.46, -2.68, 16.24
19.1,diamond,-1.43, -2.68, 16.33
19.12,diamond,-1.39, -2.68, 16.42
19.5,diamond,-0.15, -2.68, 17.39
19.52,diamond,-0.07, -2.68, 17.34
19.54,diamond,0.02, -2.68, 17.29
19.84,diamond,0.53, -2.68, 15.99
19.84,diamond,0.53, -2.68, 15.99
19.94,diamond,0.48, -2.68, 15.49
19.96,diamond,0.40, -2.68, 15.43
19.98,diamond,0.33, -2.68, 15.37
20.09055,location,0.12, -2.68, 14.97
20.28,diamond,0.29, -2.68, 13.98
20.3,diamond,0.29, -2.68, 13.88
20.32,diamond,0.30, -2.68, 13.78
20.34,diamond,0.30, -2.68, 13.68
20.4,diamond,0.29, -2.68, 13.38
20.64,diamond,0.65, -2.68, 12.33
20.64,diamond,0.65, -2.68, 12.33
20.92,diamond,0.97, -2.68, 11.28
21,diamond,0.58, -2.68, 11.22
21.02,diamond,0.48, -2.68, 11.21
21.0924,location,0.18, -2.68, 11.19
22.09426,location,-2.46, -2.68, 14.35
23.09611,location,-4.69, -2.68, 18.03
24.09798,location,-2.00, -2.68, 21.86
25.09978,location,2.18, -2.68, 23.83
25.26,diamond,2.88, -2.68, 24.40
26.08,diamond,6.62, -2.68, 24.08
26.10164,location,6.72, -2.68, 24.08
26.82,diamond,7.67, -2.68, 21.20
27.10353,location,8.39, -2.68, 20.10
27.66,diamond,8.49, -2.68, 17.31
28.10537,location,8.79, -2.68, 15.18
28.52,diamond,8.69, -2.68, 13.32
28.82322,jump,7.39, -2.68, 12.69
29.1072,location,5.99, -0.53, 12.59
30.10901,location,2.83, -0.15, 10.59
30.15918,jump,2.83, -0.15, 10.59
31.111,location,0.68, 2.55, 9.40
32.11285,location,0.21, 2.17, 14.27
32.96448,jump,0.77, 1.71, 18.53
33.11465,location,0.80, 2.93, 19.23
33.16,diamond,0.79, 3.37, 19.53
33.56,diamond,0.62, 4.88, 21.52
34,diamond,0.39, 3.77, 23.71
34.11647,location,0.38, 3.11, 24.21
34.46,diamond,0.32, 1.32, 26.00
34.94,diamond,0.26, 1.32, 28.40
35.11826,location,0.30, 1.32, 29.20
35.54,diamond,0.37, 1.32, 31.40
36.12024,location,0.33, 1.32, 34.29
36.26,diamond,0.43, 1.32, 34.98
37,diamond,0.72, 1.32, 38.65
37.12206,location,0.61, 1.32, 39.24
37.64,diamond,0.62, 1.32, 41.76
38.12394,location,-1.04, 1.32, 41.34
39.12572,location,-2.69, 1.32, 36.90
39.76,diamond,-2.97, 1.32, 33.79
39.88,diamond,-2.99, 1.32, 33.25
39.9,diamond,-2.99, 1.32, 33.15
39.96,diamond,-3.02, 1.32, 32.85
40.06,diamond,-3.24, 1.32, 32.45
40.12765,location,-3.54, 1.32, 32.40
40.22784,jump,-3.74, 1.32, 32.37
41.12949,location,-6.00, 4.10, 31.95
41.14,diamond,-6.09, 4.02, 31.93
41.18,diamond,-6.24, 3.85, 31.81
41.28,diamond,-6.48, 3.84, 31.38
41.38,diamond,-6.75, 3.99, 30.96
41.42,diamond,-6.88, 4.06, 30.81
41.52,diamond,-7.24, 4.26, 30.45
41.54,diamond,-7.32, 4.30, 30.39
41.6,diamond,-7.58, 4.44, 30.25
41.72,diamond,-8.04, 4.68, 30.20
41.81401,jump,-8.04, 4.68, 30.20
41.86,diamond,-8.04, 5.25, 30.20
41.88,diamond,-8.04, 5.43, 30.20
41.94,diamond,-8.04, 5.92, 30.20
42.13139,location,-8.04, 6.99, 30.20
42.36,diamond,-8.46, 6.99, 31.18
42.48,diamond,-8.69, 6.99, 31.73
42.88,diamond,-8.74, 5.67, 32.03
43.13323,location,-8.74, 4.96, 32.03
43.34,diamond,-8.14, 4.66, 31.97
43.417,jump,-7.84, 4.51, 31.94
43.46,diamond,-7.55, 5.08, 31.88
43.48,diamond,-7.45, 5.26, 31.86
44.13515,location,-7.87, 6.96, 30.71
45.13689,location,-7.73, 4.47, 31.49
46.13874,location,-9.13, 3.29, 34.59
46.37255,jump,-9.26, 3.29, 34.68
47.14072,location,-9.16, 6.46, 37.28
47.54,diamond,-8.59, 4.55, 39.19
47.58,diamond,-8.51, 4.23, 39.37
47.66,diamond,-8.36, 3.51, 39.74
47.78,normal button enter,-8.19, 2.31, 40.11
48.14241,location,-8.19, 1.32, 40.11
49.14424,location,-4.38, 1.32, 38.72
50.14616,location,-0.17, 1.32, 36.05
51.14805,location,4.21, 1.30, 33.66
51.74,normal button enter,6.29, 1.32, 31.83
51.92,diamond,7.15, 1.32, 31.69
52.14981,location,8.15, 1.32, 31.75
52.4171,jump,8.15, 1.32, 31.75
52.48,diamond,8.15, 2.07, 31.75
52.6,diamond,8.15, 3.02, 31.75
53.15177,location,8.08, 4.60, 31.94
54.15366,location,6.29, 1.32, 35.80
55.15549,location,3.30, 1.30, 39.79
56.15736,location,1.44, 1.32, 44.41
57.15919,location,0.94, 1.32, 49.26
57.56,diamond,0.64, 1.32, 51.33
58.16103,location,-0.60, 1.32, 54.06
58.22,diamond,-0.70, 1.32, 54.34
58.76,diamond,-2.85, 1.32, 55.76
59.16296,location,-4.83, 1.32, 56.07
59.32,diamond,-5.63, 1.32, 56.11
59.9,diamond,-8.52, 1.32, 56.23
60.16473,location,-9.82, 1.32, 56.24
60.72,diamond,-12.12, 1.32, 56.25
61.1667,location,-13.92, 1.32, 56.27
62.16848,location,-13.92, 1.32, 56.27
63.17038,location,-13.92, 1.32, 56.27
64.17221,location,-15.19, 1.32, 54.76
64.28,diamond,-15.21, 1.32, 54.16
64.3,diamond,-15.22, 1.32, 54.06
64.46,diamond,-15.28, 1.32, 53.27
64.58,diamond,-15.31, 1.32, 52.67
64.58,diamond,-15.31, 1.32, 52.67
65.1,diamond,-15.40, 1.32, 50.07
65.12,diamond,-15.41, 1.32, 49.97
65.17407,location,-15.41, 1.32, 49.77
65.24,diamond,-15.42, 1.32, 49.37
65.26,diamond,-15.42, 1.32, 49.27
65.28,diamond,-15.42, 1.32, 49.17
