czas,bzdura,x,y,z
9.587516,ankieta PRZED_niski_wszystkie informacje,0.00, 2.95, 0.00
10.63942,True,0.00, 2.95, 0.00
10.63942,location,0.00, 2.95, 0.00
11.64122,location,0.00, 2.17, 0.00
12.64307,location,0.00, 2.17, 0.00
13.64486,location,0.00, 2.17, 0.00
14.64674,location,0.00, 2.17, 0.00
15.64864,location,0.00, 2.17, 0.00
16.65041,location,0.57, 2.17, -0.92
17.65228,location,1.41, 2.26, -1.91
18.65421,location,3.31, 1.32, -1.71
19.65594,location,6.22, 1.32, -3.15
20.65786,location,5.79, 1.32, -2.72
21.65975,location,2.65, 1.32, -3.46
22.34442,jump,2.64, 1.32, -3.27
22.66157,location,1.65, 3.69, -3.18
23.66349,location,-2.36, 1.52, -0.49
24.6653,location,-3.07, 1.32, 0.06
25.28319,jump,-2.60, 1.32, 0.94
25.66706,location,-1.67, 3.95, 2.60
26.66901,location,-1.31, 2.23, 7.58
27.32,diamond,-1.15, 2.37, 10.87
27.6709,location,-1.05, 2.34, 12.57
27.94,diamond,-0.94, 2.31, 13.97
28.67276,location,-0.85, 2.26, 15.16
29.32,diamond,-0.75, 2.12, 17.16
29.67458,location,-0.61, 1.52, 18.85
30.54,diamond,-0.42, -2.68, 23.23
30.67648,location,-0.46, -2.68, 23.63
31.67834,location,0.00, -2.68, 23.52
32.68014,location,2.34, -2.68, 22.87
33.34806,jump,2.03, -2.68, 22.62
33.68206,location,1.23, -0.20, 21.12
34.68382,location,1.03, -0.39, 20.94
35.68576,location,2.64, -2.68, 23.84
35.82,diamond,2.94, -2.68, 23.86
36.68764,location,3.75, -2.68, 20.67
37.12167,jump,3.67, -2.68, 20.28
37.68948,location,2.65, 0.42, 17.69
38.6913,location,4.91, -2.68, 15.98
39.42,diamond,6.82, -2.68, 12.86
39.69321,location,7.01, -2.68, 12.81
40.69496,location,8.32, -2.68, 15.05
40.76,diamond,8.26, -2.68, 15.45
41.6969,location,7.79, -2.68, 18.71
41.76,diamond,7.74, -2.68, 19.11
42.56,diamond,8.07, -2.68, 22.98
42.69877,location,8.06, -2.68, 23.56
43.70062,location,5.53, -2.68, 23.72
44.70246,location,2.14, -2.68, 23.61
45.70429,location,-0.86, -2.68, 24.51
46.16,diamond,-3.15, -2.68, 24.38
46.7062,location,-5.83, -2.68, 24.18
47,diamond,-7.20, -2.68, 24.59
47.70796,location,-8.13, -2.68, 22.00
47.86,diamond,-8.00, -2.68, 21.21
48.62,diamond,-8.02, -2.68, 17.44
48.70984,location,-8.06, -2.68, 17.04
49.38,diamond,-8.28, -2.68, 13.65
49.7117,location,-7.23, -2.68, 12.81
49.72846,jump,-7.13, -2.68, 12.80
50.71361,location,-4.34, -0.24, 12.08
51.71541,location,-4.34, -2.68, 12.08
52.24971,jump,-3.95, -2.68, 11.15
