czas,bzdura,x,y,z
75.71046,ankieta PRZED_średni_wszystkie informacje,0.00, 2.95, 0.00
78.58486,True,0.00, 2.95, 0.00
78.58486,location,0.00, 2.95, 0.00
79.58768,location,0.00, 2.17, 0.00
80.5944,location,0.00, 2.17, 0.00
81.60115,location,0.00, 2.17, 0.00
82.60789,location,0.00, 2.17, 0.00
83.61444,location,0.00, 2.17, 0.00
84.61449,location,1.60, 2.17, 0.00
85.62121,location,0.00, 2.17, 0.00
86.62804,location,0.00, 2.17, 0.00
87.63472,location,-0.17, 2.17, 3.30
87.75999,diamond,-0.21, 2.17, 3.99
88.38,diamond,0.21, 2.17, 6.89
88.64147,location,0.14, 2.17, 8.18
89.02,diamond,0.04, 2.17, 10.08
89.64822,location,-0.12, 2.17, 13.18
89.7,diamond,-0.14, 2.17, 13.48
90.4,diamond,-0.32, 2.03, 16.97
90.65501,location,-0.39, 1.80, 18.17
91.66174,location,-0.04, -2.68, 22.52
91.9,diamond,0.23, -2.68, 23.27
92.66863,location,2.86, -2.68, 25.02
92.74,diamond,3.23, -2.68, 24.88
93.46,diamond,6.65, -2.68, 24.25
93.6752,location,7.18, -2.68, 23.61
94.2,diamond,7.92, -2.68, 21.22
94.68205,location,8.24, -2.68, 19.00
95.02,diamond,8.40, -2.68, 17.40
95.68874,location,8.06, -2.68, 14.12
95.75999,diamond,7.87, -2.68, 13.77
96.69542,location,5.28, -2.68, 12.87
97.70223,location,3.74, -2.70, 14.58
98.70896,location,5.60, -2.68, 17.86
99.71581,location,6.88, -2.68, 16.67
100.7226,location,5.95, -2.68, 18.66
100.8752,jump,5.66, -2.68, 19.30
101.7292,location,4.20, 0.39, 21.19
102.7361,location,3.96, -2.68, 22.34
103.7428,location,-0.35, -2.68, 22.95
104.7495,location,-0.43, -2.68, 23.13
105.7563,location,-1.39, -2.68, 24.54
106.1,diamond,-3.03, -2.68, 23.94
106.7631,location,-6.08, -2.68, 23.93
106.98,diamond,-7.11, -2.68, 24.31
107.7697,location,-8.20, -2.68, 23.81
108.74,diamond,-7.72, -2.68, 21.21
108.7765,location,-7.73, -2.68, 21.11
109.56,diamond,-7.27, -2.68, 17.30
109.7832,location,-7.55, -2.68, 16.93
110.79,location,-8.08, -2.68, 14.32
110.9,diamond,-8.10, -2.68, 13.72
111.7968,location,-6.27, -2.68, 15.00
112.8035,location,-3.33, -2.68, 15.93
113.48,diamond,-1.17, -2.68, 16.00
