czas,bzdura,x,y,z
93.92165,ankieta PRZED_niski_średnia ilość informacji,0.00, 2.95, 0.00
96.15423,True,0.00, 2.95, 0.00
96.15423,location,0.00, 2.95, 0.00
97.17057,location,0.00, 2.17, 0.00
98.1869,location,0.00, 2.17, 0.00
99.20325,location,-0.07, 2.17, 1.90
100.2196,location,-0.07, 2.17, 1.90
101.2359,location,-0.07, 2.17, 1.90
102.2522,location,-0.07, 2.17, 1.90
103.2685,location,-0.07, 2.17, 1.90
104.12,diamond,-0.19, 2.17, 4.00
104.2849,location,-0.18, 2.17, 4.80
104.96,diamond,-0.14, 2.17, 6.89
105.3012,location,-0.13, 2.17, 7.89
106.3176,location,-0.13, 2.17, 7.89
107.3338,location,0.02, 2.17, 9.89
108.3502,location,0.02, 2.17, 9.89
109.3665,location,0.02, 2.17, 9.89
110.3828,location,0.89, 2.37, 8.29
111.3993,location,2.18, 1.88, 5.17
112.4155,location,0.25, 2.17, 8.33
113.4318,location,0.42, 2.24, 9.11
114.0149,jump,0.42, 2.24, 9.11
114.4481,location,0.42, 5.16, 9.11
115.4645,location,0.42, 2.24, 9.11
115.92,diamond,0.26, 2.17, 10.20
115.9643,jump,0.22, 2.17, 10.40
116.4807,location,-0.22, 5.24, 12.96
117.12,diamond,-0.28, 3.45, 13.76
117.497,location,-0.28, 2.17, 13.76
118.5134,location,2.60, 1.32, 12.91
119.5297,location,4.39, -2.68, 12.70
120.546,location,4.40, -2.68, 12.81
121.24,diamond,6.93, -2.68, 12.13
121.5623,location,8.07, -2.68, 12.81
122.44,diamond,8.30, -2.68, 15.39
122.5787,location,8.28, -2.68, 15.99
123.18,diamond,8.00, -2.68, 19.08
123.595,location,7.83, -2.68, 21.07
123.96,diamond,7.68, -2.68, 22.97
124.6113,location,7.66, -2.68, 23.26
125.4,diamond,4.88, -2.68, 23.51
125.6277,location,3.80, -2.68, 23.73
126.2,diamond,0.92, -2.68, 24.10
126.644,location,-1.26, -2.68, 24.14
127,diamond,-3.03, -2.68, 23.80
127.6603,location,-6.31, -2.68, 23.96
127.82,diamond,-7.11, -2.68, 24.07
128.6766,location,-8.18, -2.68, 24.11
129.24,diamond,-7.95, -2.68, 21.23
129.693,location,-8.20, -2.68, 19.04
130,diamond,-8.23, -2.68, 17.44
130.7093,location,-7.92, -2.68, 13.96
130.76,diamond,-7.90, -2.68, 13.66
131.7256,location,-7.20, -2.68, 12.33
132.7419,location,-3.58, -2.68, 11.81
133.7582,location,-5.23, -2.68, 14.69
134.7746,location,-3.86, -2.68, 16.75
135.7909,location,-3.50, -2.71, 16.81
136.8072,location,-3.52, -2.68, 21.23
137.8235,location,0.64, -2.68, 23.24
138.8398,location,3.62, -2.68, 20.54
139.8561,location,3.06, -2.68, 19.77
140.8725,location,3.89, -2.68, 16.66
141.8888,location,3.99, -2.68, 16.68
142.8385,jump,3.91, -2.68, 16.50
142.9051,location,3.91, -1.93, 16.50
143.9214,location,3.91, -0.76, 16.50
144.9378,location,3.80, -2.68, 15.46
145.8875,jump,3.80, -2.68, 15.46
145.9541,location,3.85, -2.13, 15.46
146.9704,location,2.75, -0.15, 14.40
147.9867,location,2.75, -0.15, 14.40
149.0031,location,5.15, -2.68, 15.39
150.0194,location,3.79, -2.68, 13.85
151.0357,location,3.79, -2.68, 13.85
152.052,location,4.69, -2.68, 13.89
153.0684,location,3.82, -2.68, 13.82
154.0847,location,4.55, -2.68, 14.51
155.101,location,4.76, -2.68, 14.29
156.1173,location,3.89, -2.68, 13.65
157.1337,location,3.89, -2.68, 13.65
158.15,location,3.89, -2.68, 13.65
159.1663,location,3.89, -2.68, 13.65
160.1826,location,3.89, -2.68, 13.65
160.999,jump,3.89, -2.68, 13.65
