czas,bzdura,x,y,z
24.09254,ankieta PRZED_low_minimal amount,0.00, 2.95, 0.00
25.43365,False,0.00, 2.95, 0.00
25.43365,location,0.00, 2.95, 0.00
26.43688,location,-0.02, 2.17, 0.30
26.51331,jump,-0.02, 2.17, 0.30
27.43748,location,-0.02, 5.02, 0.30
27.84702,jump,-0.02, 2.17, 0.30
28.44362,location,0.10, 5.41, 2.40
29.16,diamond,0.11, 2.18, 4.00
29.44952,location,0.12, 2.17, 5.40
29.74,diamond,0.12, 2.17, 6.90
29.77557,jump,0.12, 2.17, 7.00
30.45542,location,0.30, 5.52, 10.39
31,diamond,0.27, 3.08, 10.09
31.46131,location,-0.07, 2.17, 12.36
31.7,diamond,-0.02, 2.17, 13.56
32.38,diamond,-0.04, 1.78, 16.96
32.46136,location,-0.03, 1.70, 17.36
32.53085,jump,-0.03, 1.64, 17.66
32.82,diamond,0.01, 3.95, 19.16
33.26,diamond,0.24, 4.90, 21.35
33.46196,location,0.39, 4.38, 22.34
34.18,diamond,0.38, -1.68, 24.33
34.46257,location,1.21, -2.68, 23.77
35.46317,location,4.43, -2.68, 22.02
36.46378,location,3.49, -2.68, 20.76
37.46439,location,4.13, -2.68, 21.62
38.22,diamond,4.60, -2.68, 23.24
38.46498,location,5.68, -2.68, 23.61
38.64,diamond,6.56, -2.68, 23.77
39.3,diamond,7.88, -2.68, 21.24
39.4656,location,7.93, -2.68, 20.44
40.06,diamond,7.71, -2.68, 17.45
40.4662,location,6.24, -2.68, 16.27
41.4668,location,3.73, -2.69, 16.15
42.46741,location,3.78, -2.68, 15.30
43.46802,location,5.72, -2.68, 14.77
43.94,diamond,6.86, -2.68, 13.03
44.46862,location,7.64, -2.68, 13.89
45.46865,location,7.64, -2.68, 13.89
46.47555,location,7.64, -2.68, 13.89
47.48246,location,7.64, -2.68, 13.89
48.48936,location,7.64, -2.68, 13.89
49.49626,location,7.64, -2.68, 13.89
50.50318,location,7.64, -2.68, 13.89
51.50361,location,5.99, -2.68, 16.41
52.50421,location,3.67, -2.68, 19.40
53.50481,location,2.11, -2.68, 21.29
54.50541,location,-2.10, -2.68, 21.98
55.50603,location,-4.02, -2.68, 19.02
56.50663,location,-5.24, -2.68, 16.57
57.50724,location,-1.37, -2.68, 16.10
57.52,diamond,-1.27, -2.68, 16.14
57.54,diamond,-1.18, -2.68, 16.17
57.6,diamond,-0.95, -2.68, 16.33
57.82,diamond,-0.24, -2.68, 17.14
57.82,diamond,-0.24, -2.68, 17.14
58.16,diamond,0.47, -2.68, 15.99
58.16,diamond,0.47, -2.68, 15.99
58.22,diamond,0.30, -2.68, 15.74
58.24,diamond,0.25, -2.68, 15.66
58.32,diamond,0.01, -2.68, 15.33
58.50784,location,-0.55, -2.68, 14.66
58.7,diamond,-0.85, -2.68, 14.01
58.7,diamond,-0.85, -2.68, 14.01
58.88,diamond,-0.06, -2.68, 13.58
58.88,diamond,-0.06, -2.68, 13.58
58.94,diamond,0.21, -2.68, 13.43
59.22,diamond,0.68, -2.68, 12.36
59.24,diamond,0.64, -2.68, 12.27
59.34,diamond,0.40, -2.68, 11.83
59.34,diamond,0.40, -2.68, 11.83
59.4,diamond,0.25, -2.68, 11.57
59.50845,location,0.24, -2.68, 11.11
60.50905,location,1.76, -2.68, 12.09
61.50967,location,-1.27, -2.68, 15.14
62.51026,location,-4.88, -2.68, 16.43
63.4,diamond,-6.86, -2.68, 13.02
63.51088,location,-7.34, -2.68, 13.15
64.02,diamond,-7.93, -2.68, 15.40
64.51148,location,-7.47, -2.68, 17.75
64.78,diamond,-7.56, -2.68, 19.15
65.51208,location,-7.92, -2.68, 22.73
65.54,diamond,-7.94, -2.68, 22.93
66.48,diamond,-4.81, -2.68, 24.61
66.5127,location,-4.81, -2.68, 24.51
67.5133,location,-3.41, -2.68, 21.69
67.68701,jump,-3.78, -2.68, 21.01
68.5139,location,-2.97, 0.39, 18.59
68.97945,jump,-2.92, -0.31, 16.99
69.5145,location,-1.68, 2.95, 14.97
70.51476,location,-1.40, 2.24, 14.01
71.51517,location,-2.17, 1.81, 15.76
72.51578,location,-1.07, 2.19, 17.15
73.00913,jump,-0.96, 1.20, 19.65
73.51639,location,-0.86, 4.29, 22.14
73.84,diamond,-0.75, 4.25, 23.84
74.3,diamond,0.01, 1.44, 25.84
74.51699,location,0.03, 1.32, 26.74
75.12,diamond,-0.09, 1.32, 28.33
75.51759,location,0.18, 1.32, 30.05
75.78,diamond,0.24, 1.32, 31.34
76.5182,location,-1.06, 1.32, 34.17
77.22,diamond,-2.80, 1.32, 33.86
77.34,diamond,-3.11, 1.32, 33.38
77.36,diamond,-3.16, 1.32, 33.29
77.48,diamond,-3.40, 1.32, 32.75
77.5,diamond,-3.43, 1.32, 32.65
77.51881,location,-3.43, 1.32, 32.65
78.51942,location,-3.03, 1.32, 34.86
79.43999,diamond,-0.95, 1.32, 38.83
79.52002,location,-0.86, 1.32, 39.22
80,diamond,-0.31, 1.32, 41.56
80.52062,location,-1.99, 1.32, 41.70
80.8889,jump,-3.58, 1.32, 40.88
81.52123,location,-6.43, 4.60, 40.45
81.66,diamond,-7.13, 4.50, 40.48
81.72,diamond,-7.43, 4.37, 40.49
81.9,diamond,-7.73, 3.65, 40.51
82.08,normal button enter,-7.73, 2.44, 40.51
82.52184,location,-7.73, 1.32, 40.51
83.52244,location,-9.13, 1.32, 39.24
84.52305,location,-6.72, 1.55, 38.07
85.52365,location,-2.15, 1.32, 36.21
85.75999,diamond,-0.99, 1.32, 35.92
86.52426,location,-1.98, 1.32, 37.60
86.57985,jump,-2.17, 1.32, 37.56
87.52486,location,-5.40, 4.10, 34.50
87.76112,jump,-5.85, 3.74, 33.39
87.9,diamond,-6.11, 4.97, 32.74
87.96,diamond,-6.22, 5.41, 32.46
88.06,diamond,-6.47, 6.01, 32.02
88.08,diamond,-6.52, 6.12, 31.94
88.24,diamond,-7.15, 6.73, 32.03
88.3,diamond,-7.28, 6.86, 32.18
88.52547,location,-7.28, 6.87, 32.18
88.74,diamond,-7.37, 6.16, 31.89
88.74,diamond,-7.37, 6.16, 31.89
88.86,diamond,-7.44, 5.47, 31.60
88.88,diamond,-7.44, 5.33, 31.60
88.9,diamond,-7.44, 5.19, 31.60
88.92,diamond,-7.44, 5.04, 31.60
89.16,diamond,-7.56, 4.40, 30.96
89.16,diamond,-7.56, 4.40, 30.96
89.18,diamond,-7.61, 4.43, 30.87
89.24,diamond,-7.74, 4.51, 30.60
89.52608,location,-8.27, 4.80, 30.20
89.97775,jump,-6.72, 4.04, 29.32
90.52669,location,-5.30, 6.99, 27.78
91.52729,location,-2.01, 1.43, 28.49
92.52789,location,-1.67, 1.32, 27.32
93.5285,location,-2.72, 1.32, 27.83
94.53544,location,-2.72, 1.32, 27.83
95.54234,location,-2.72, 1.32, 27.83
96.54924,location,-2.72, 1.32, 27.83
97.55614,location,-2.72, 1.32, 27.83
98.56304,location,-2.72, 1.32, 27.83
99.56351,location,0.50, 1.32, 29.21
100.5641,location,2.36, 1.30, 33.00
101.5647,location,4.23, 1.30, 37.14
102.5648,location,4.19, 1.30, 37.74
103.5717,location,4.19, 1.30, 37.74
104.5786,location,4.19, 1.30, 37.74
105.5855,location,4.19, 1.30, 37.74
106.5924,location,4.19, 1.30, 37.74
107.5993,location,4.19, 1.30, 37.74
108.5994,location,4.19, 1.30, 37.74
109.5999,location,4.73, 1.30, 32.95
109.7389,jump,5.40, 1.30, 32.81
110.56,diamond,7.04, 4.48, 32.26
110.6006,location,7.22, 4.37, 32.34
110.62,diamond,7.31, 4.30, 32.38
110.76,diamond,7.91, 3.68, 32.09
110.94,normal button enter,8.05, 2.44, 31.63
111.6012,location,7.44, 1.32, 30.96
112.6018,location,6.13, 1.32, 31.57
113.6024,location,6.25, 1.32, 35.75
113.6997,jump,6.08, 1.32, 36.11
114.603,location,2.82, 4.26, 37.38
115.2492,jump,0.65, 1.32, 39.73
115.6036,location,0.54, 3.92, 41.14
116.6042,location,1.19, 1.32, 42.04
117.6048,location,0.92, 1.32, 46.79
118.6054,location,0.55, 1.32, 50.61
118.74,diamond,0.69, 1.32, 51.30
119.42,diamond,-0.56, 1.32, 54.36
119.606,location,0.17, 1.32, 54.66
119.8979,jump,1.23, 1.32, 53.76
120.6066,location,4.46, 4.68, 54.29
