czas,bzdura,x,y,z
19.71976,ankieta PRZED_high_all information,0.00, 2.95, 0.00
22.48635,True,0.00, 2.95, 0.00
22.48635,location,0.00, 2.95, 0.00
23.48645,location,-0.45, 2.28, 0.66
24.50308,location,-2.49, 1.32, 4.26
25.20308,jump,-2.54, 1.32, 5.19
25.51973,location,-1.78, 3.57, 4.37
26.26,diamond,-0.98, 3.22, 5.48
26.53638,location,-0.56, 2.23, 4.49
27.52,diamond,-0.29, 2.17, 6.92
27.55304,location,-0.30, 2.17, 7.02
28.18,diamond,-0.09, 2.17, 10.08
28.569679999999998,location,-0.14, 2.17, 11.98
28.86,diamond,-0.03, 2.17, 13.47
29.56,diamond,0.00, 1.75, 16.93
29.58632,location,-0.02, 1.75, 17.03
30.60296,location,-0.08, -2.68, 22.12
30.86,diamond,-0.61, -2.68, 23.26
31.4,diamond,-3.10, -2.68, 23.35
31.60306,location,-3.94, -2.68, 23.89
32.28,diamond,-7.11, -2.68, 24.36
32.61962,location,-7.24, -2.68, 23.59
33.63624,location,-4.21, -2.68, 20.25
34.36,diamond,-6.88, -2.68, 20.59
34.65291,location,-7.88, -2.68, 19.62
35.08,diamond,-7.91, -2.68, 17.44
35.66954,location,-7.95, -2.68, 14.59
35.84,diamond,-8.09, -2.68, 13.71
36.6862,location,-4.88, -2.68, 11.84
37.70284,location,-4.17, -2.68, 12.62
38.71951,location,-5.26, -2.68, 16.29
39.73615,location,-1.67, -2.68, 15.74
39.84,diamond,-1.32, -2.68, 16.23
39.86,diamond,-1.26, -2.68, 16.31
40.14,diamond,-0.33, -2.68, 17.16
40.16,diamond,-0.24, -2.68, 17.12
40.18,diamond,-0.16, -2.68, 17.07
40.44,diamond,-0.61, -2.68, 16.08
40.44,diamond,-0.61, -2.68, 16.08
40.6,diamond,0.03, -2.68, 15.80
40.62,diamond,0.13, -2.68, 15.81
40.75281,location,0.58, -2.68, 15.52
40.8,diamond,0.60, -2.68, 15.22
41.08,diamond,-0.23, -2.68, 14.10
41.1,diamond,-0.28, -2.68, 14.02
41.26,diamond,-0.30, -2.68, 13.24
41.26,diamond,-0.30, -2.68, 13.24
41.28,diamond,-0.27, -2.68, 13.14
41.48,diamond,0.02, -2.68, 12.19
41.48,diamond,0.02, -2.68, 12.19
41.52,diamond,0.07, -2.68, 12.00
41.52,diamond,0.07, -2.68, 12.00
41.6,diamond,0.15, -2.68, 11.60
41.76946,location,0.21, -2.68, 10.81
42.78609,location,0.45, -2.68, 12.48
43.80274,location,1.01, -2.68, 17.52
44.13608,jump,1.74, -2.71, 18.37
44.81939,location,0.95, -2.20, 17.18
45.83604,location,1.85, -2.71, 14.62
46.85271,location,-0.59, -2.68, 15.34
47.86935,location,-3.74, -2.68, 16.49
48.88601,location,-3.63, -2.68, 17.08
49.90265,location,-2.95, -2.68, 21.18
50.46931,jump,-0.94, -2.68, 22.99
50.9193,location,1.11, 0.20, 23.30
51.93594,location,1.54, -2.68, 24.00
52.2,diamond,2.92, -2.68, 24.21
52.9526,location,6.50, -2.68, 23.66
52.96,diamond,6.59, -2.68, 23.62
