czas,bzdura,x,y,z
48.60387,ankieta PRZED_średni_średnia ilość informacji,0.00, 2.95, 0.00
51.87058,True,0.00, 2.95, 0.00
51.87058,location,0.00, 2.95, 0.00
52.87059,location,0.00, 2.17, 0.00
53.87061,location,-0.76, 2.33, 0.21
54.87064,location,-0.17, 2.17, 0.75
55.82,diamond,-0.07, 2.17, 4.03
55.88726,location,-0.14, 2.17, 4.33
56.42,diamond,-0.13, 2.17, 6.86
56.88729,location,-0.31, 2.23, 9.16
57.08,diamond,-0.24, 2.18, 10.10
57.78,diamond,0.10, 2.17, 13.48
57.88731,location,0.10, 2.17, 13.98
58.48,diamond,0.06, 1.72, 16.98
58.90398,location,0.06, 0.96, 19.08
58.97065,jump,0.06, 0.77, 19.38
59.14,diamond,0.06, 2.31, 20.28
59.38,diamond,0.03, 3.61, 21.48
59.904,location,-0.02, 3.45, 22.68
60.52,diamond,-0.36, -1.63, 24.35
60.90402,location,-0.66, -2.68, 23.13
61.58,diamond,-2.99, -2.68, 23.99
61.92068,location,-4.32, -2.68, 23.18
62.56,diamond,-7.20, -2.68, 23.56
62.9207,location,-8.18, -2.68, 22.64
63.26,diamond,-7.42, -2.68, 21.13
63.9207,location,-7.92, -2.68, 18.14
64.06,diamond,-7.74, -2.68, 17.46
64.86,diamond,-7.81, -2.68, 13.75
64.92071,location,-7.71, -2.68, 13.47
65.9374,location,-3.60, -2.68, 12.10
66.95406,location,-3.46, -2.76, 11.32
67.52074,jump,-5.17, -2.68, 13.26
67.95409,location,-5.10, 0.09, 15.31
68.97076,location,-3.02, -2.68, 19.48
69.97081,location,-0.99, -2.68, 22.37
70.98743,location,0.53, -2.68, 22.82
71.58,diamond,3.28, -2.68, 23.35
71.98747,location,4.81, -2.68, 24.45
72.4,diamond,6.63, -2.68, 23.63
73.00412,location,7.56, -2.68, 21.78
73.14,diamond,7.36, -2.68, 21.11
73.98,diamond,7.94, -2.68, 17.48
74.00414,location,7.92, -2.68, 17.38
74.8,diamond,7.96, -2.68, 13.74
75.00415,location,7.76, -2.68, 12.81
76.00416,location,3.89, -2.68, 15.03
77.00417,location,3.71, -2.76, 15.36
78.0042,location,5.28, -2.68, 15.57
79.00422,location,3.48, -2.68, 19.59
80.02087,location,0.35, -2.68, 22.36
81.0209,location,-3.40, -2.68, 20.27
82.03756,location,-4.42, -2.68, 17.81
83.03759,location,-2.38, -2.68, 14.95
83.18,diamond,-1.58, -2.68, 14.89
83.2,diamond,-1.48, -2.68, 14.89
83.36,diamond,-0.71, -2.68, 14.85
83.54,diamond,-0.43, -2.68, 14.08
83.54,diamond,-0.43, -2.68, 14.08
83.82,diamond,-0.81, -2.68, 12.83
83.92,diamond,-0.73, -2.68, 12.34
83.93999,diamond,-0.67, -2.68, 12.27
84.05425,location,-0.37, -2.68, 11.89
84.12,diamond,-0.35, -2.68, 11.49
84.14,diamond,-0.34, -2.68, 11.39
84.16,diamond,-0.34, -2.68, 11.30
84.93999,diamond,-0.28, -2.68, 13.07
84.96,diamond,-0.19, -2.68, 13.10
85.05428,location,0.20, -2.68, 13.19
85.22,diamond,0.68, -2.68, 13.92
85.24,diamond,0.70, -2.68, 14.02
85.5,diamond,0.68, -2.68, 15.31
85.62,diamond,0.64, -2.68, 15.91
85.62,diamond,0.64, -2.68, 15.91
85.75999,diamond,0.52, -2.68, 16.57
85.78,diamond,0.47, -2.68, 16.66
86.07094,location,-0.57, -2.68, 16.57
87.07098,location,-3.65, -2.68, 16.30
88.08762,location,-3.69, -2.68, 21.11
88.18761,jump,-3.46, -2.68, 21.55
89.08764,location,-1.15, 0.11, 25.36
89.771,jump,-1.42, -2.68, 22.58
90.08765,location,-0.62, -0.28, 21.31
91.10432,location,0.80, 0.48, 20.26
91.871,jump,0.18, -2.68, 23.72
92.10438,location,0.32, -0.74, 24.91
93.12103,location,-0.38, -2.06, 25.43
93.42101,jump,-0.42, -2.68, 25.43
94.13769,location,0.83, 0.47, 25.43
95.13772,location,-0.77, -2.68, 23.26
96.13779,location,-4.38, -2.68, 20.29
96.7044,jump,-4.51, -2.68, 17.60
97.15439,location,-5.34, 0.18, 16.04
98.1544,location,-3.29, -0.66, 13.38
98.53771,jump,-2.65, -0.18, 11.71
99.1544,location,-1.86, 3.14, 8.91
100.1711,location,-2.85, 1.32, 9.86
100.3211,jump,-2.58, 1.32, 9.52
101.1712,location,-0.15, 4.23, 11.88
102.1878,location,0.65, 2.32, 16.42
102.7211,jump,0.86, 1.44, 19.11
103.2045,location,0.83, 4.39, 21.51
103.66,diamond,0.59, 3.97, 23.79
104.12,diamond,0.01, 1.32, 26.02
104.2211,location,-0.12, 1.32, 26.50
104.62,diamond,-0.43, 1.32, 28.44
105.2211,location,-0.14, 1.32, 31.07
105.28,diamond,-0.21, 1.32, 31.35
106.04,diamond,-0.27, 1.32, 34.74
106.2212,location,-1.09, 1.32, 34.35
106.64,diamond,-2.83, 1.32, 33.86
106.78,diamond,-3.03, 1.32, 33.23
106.78,diamond,-3.03, 1.32, 33.23
106.86,diamond,-3.09, 1.32, 32.84
106.94,diamond,-3.15, 1.32, 32.44
107.2378,location,-3.57, 1.32, 31.99
107.3711,jump,-3.54, 1.32, 32.69
108.2379,location,-5.85, 4.27, 32.12
108.26,diamond,-6.02, 4.14, 32.23
108.3,diamond,-6.20, 3.98, 32.27
108.4,diamond,-6.69, 3.91, 32.18
108.46,diamond,-6.98, 4.06, 32.10
108.5,diamond,-7.16, 4.16, 32.02
108.56,diamond,-7.27, 4.22, 31.77
108.7,diamond,-7.16, 4.20, 31.09
108.74,diamond,-7.10, 4.17, 30.90
108.9878,jump,-6.85, 4.08, 30.12
109.04,diamond,-7.15, 4.64, 30.15
109.06,diamond,-7.23, 4.82, 30.20
109.08,diamond,-7.25, 4.99, 30.29
109.1,diamond,-7.27, 5.15, 30.39
109.14,diamond,-7.31, 5.46, 30.59
109.18,diamond,-7.35, 5.75, 30.78
109.2379,location,-7.52, 6.01, 30.90
109.24,diamond,-7.60, 6.13, 30.95
109.32,diamond,-7.93, 6.56, 31.18
109.34,diamond,-8.01, 6.65, 31.23
110.06,diamond,-7.97, 5.64, 31.55
110.2545,location,-7.14, 4.26, 31.21
111.2546,location,-7.20, 3.40, 34.92
112.1,normal button enter,-8.08, 1.32, 38.52
112.26,diamond,-8.08, 1.32, 39.25
112.2712,location,-8.08, 1.32, 39.25
112.5045,jump,-7.90, 1.32, 39.87
112.58,diamond,-7.90, 2.05, 39.87
112.72,diamond,-7.90, 3.11, 39.87
