czas,bzdura,x,y,z
4.879183,ankieta PRZED_wysoki_minimalna ilość informacji,0.00, 2.95, 0.00
5.613886,False,0.00, 2.95, 0.00
5.613886,location,0.00, 2.95, 0.00
6.6,diamond,-0.08, 2.17, 4.00
6.615629,location,-0.08, 2.17, 4.00
7.18,diamond,-0.15, 2.17, 6.90
7.617596,location,-0.15, 2.17, 7.20
8.619476,location,-2.92, 1.32, 9.56
9.621227,location,-3.39, 1.32, 9.59
10.62308,location,-4.35, 1.32, 9.80
11.02376,jump,-3.08, 1.32, 9.60
11.62489,location,-0.08, 4.49, 9.49
12.62691,location,0.66, 2.28, 10.16
12.66,diamond,0.61, 2.26, 10.35
13.62869,location,0.24, 2.17, 13.22
13.68,diamond,0.22, 2.17, 13.52
14.63054,location,1.18, 2.37, 10.87
15.63235,location,4.67, 1.32, 9.42
16.63432,location,6.86, 1.32, 9.62
17.63611,location,8.19, 1.31, 10.07
18.04,diamond,7.79, -2.33, 11.62
18.63795,location,8.01, -2.68, 14.01
18.9,diamond,8.10, -2.68, 15.41
19.63978,location,8.40, -2.68, 18.96
19.68,diamond,8.39, -2.68, 19.24
20.48,diamond,7.94, -2.68, 22.99
20.6416,location,7.45, -2.68, 23.52
21.14,diamond,4.97, -2.68, 23.83
21.64352,location,2.48, -2.68, 23.98
22,diamond,0.91, -2.68, 24.56
22.64545,location,-0.10, -2.68, 23.62
22.6955,jump,-0.10, -2.68, 23.42
23.64719,location,0.06, 0.56, 19.59
24.03133,jump,0.06, 0.56, 19.59
24.16,diamond,-0.01, 1.80, 18.89
24.64911,location,-0.27, 3.81, 16.51
25.6509,location,-0.27, 2.15, 16.61
25.8346,jump,-0.08, 1.73, 17.49
26.16,diamond,0.00, 4.24, 19.18
26.6,diamond,-0.07, 4.92, 21.38
26.65278,location,-0.08, 4.84, 21.58
27.65469,location,-1.90, -2.68, 24.05
27.86,diamond,-2.98, -2.68, 23.90
28.65644,location,-6.56, -2.68, 24.50
28.78,diamond,-7.25, -2.68, 24.64
29.6,diamond,-7.98, -2.68, 21.19
29.65837,location,-7.94, -2.68, 20.99
30.38,diamond,-7.87, -2.68, 17.50
30.66021,location,-7.79, -2.68, 16.10
31.2,diamond,-8.44, -2.68, 13.59
31.66207,location,-8.41, -2.68, 13.75
32.66399,location,-5.07, -2.68, 16.97
33.56,diamond,-1.33, -2.68, 15.69
33.56,diamond,-1.33, -2.68, 15.69
33.66,diamond,-1.03, -2.68, 16.06
33.66,diamond,-1.03, -2.68, 16.06
33.66578,location,-1.03, -2.68, 16.06
33.7,diamond,-0.92, -2.68, 16.23
33.92,diamond,-0.30, -2.68, 17.14
33.94,diamond,-0.23, -2.68, 17.21
34.66767,location,0.98, -2.68, 16.18
34.68,diamond,0.98, -2.68, 16.08
34.7,diamond,0.98, -2.68, 15.99
34.9,diamond,1.00, -2.68, 14.99
35.08,diamond,0.97, -2.68, 14.09
35.1,diamond,0.97, -2.68, 13.99
35.28,diamond,0.93, -2.68, 13.09
35.46,diamond,1.29, -2.68, 12.27
35.48,diamond,1.31, -2.68, 12.18
35.66945,location,1.07, -2.68, 11.34
35.68,diamond,0.99, -2.68, 11.28
35.78,diamond,0.55, -2.68, 11.05
35.8,diamond,0.46, -2.68, 11.01
36.48,diamond,-0.63, -2.68, 11.99
36.48,diamond,-0.63, -2.68, 11.99
36.67135,location,-0.33, -2.68, 12.80
37.67325,location,-3.58, -2.68, 16.12
37.99053,jump,-4.04, -2.68, 16.85
38.67509,location,-2.59, 0.59, 16.74
39.09252,jump,-2.58, -0.14, 16.73
39.67695,location,-1.29, 3.08, 16.23
40.67882,location,0.32, 1.79, 17.98
40.96259,jump,0.02, 0.71, 19.45
41.68061,location,0.00, 3.85, 23.05
41.8,diamond,0.02, 3.62, 23.65
42.26,diamond,0.09, 1.31, 25.94
42.68246,location,0.07, 1.32, 27.74
43.1,diamond,0.10, 1.32, 28.34
43.68422,location,1.56, 1.32, 27.26
44.68624,location,6.16, 1.32, 27.12
45.68811,location,9.04, 1.32, 29.42
46.68993,location,9.35, 1.32, 28.26
47.2,normal button enter,8.75, 1.32, 30.27
47.38,diamond,8.49, 1.32, 31.13
47.69172,location,8.12, 1.32, 31.95
47.792,jump,8.12, 1.32, 31.95
47.86,diamond,8.12, 2.06, 31.95
47.98,diamond,8.12, 3.00, 31.95
48.69369,location,5.75, 4.15, 32.96
49.69557,location,1.46, 1.32, 31.82
49.8,diamond,0.97, 1.32, 32.05
50.4,diamond,0.47, 1.32, 34.96
50.69743,location,0.44, 1.32, 36.36
51.1,diamond,-0.09, 1.32, 38.32
51.69924,location,0.42, 1.32, 41.00
52.26,diamond,0.46, 1.32, 41.65
52.70108,location,0.28, 1.32, 40.31
53.70295,location,-1.40, 1.32, 36.37
54.34,diamond,-2.81, 1.32, 33.85
54.48,diamond,-2.98, 1.32, 33.21
54.48,diamond,-2.98, 1.32, 33.21
54.56,diamond,-3.02, 1.32, 32.81
54.66,diamond,-3.07, 1.32, 32.31
54.70478,location,-3.22, 1.32, 32.19
55.05548,jump,-3.22, 1.32, 32.19
55.62,diamond,-6.02, 4.56, 32.03
55.64,diamond,-6.12, 4.58, 32.02
55.7,diamond,-6.41, 4.61, 31.98
55.7,diamond,-6.41, 4.61, 31.98
55.70665,location,-6.41, 4.61, 31.98
55.86,diamond,-7.21, 4.43, 31.89
55.9,diamond,-7.41, 4.33, 31.86
55.94,diamond,-7.61, 4.39, 31.84
