czas,bzdura,x,y,z
22.41164,ankieta PRZED_średni_minimalna ilość informacji,0.00, 2.95, 0.00
24.39722,True,0.00, 2.95, 0.00
24.39722,location,0.00, 2.95, 0.00
25.39837,location,0.00, 2.17, 0.00
26.39945,location,0.00, 2.17, 0.00
27.40059,location,0.00, 2.17, 0.00
28.38506,jump,-3.59, 1.32, 0.10
28.40173,location,-3.68, 1.51, 0.15
29.40281,location,-3.86, 3.50, 2.31
30.05354,jump,-2.53, 1.32, 4.29
30.40391,location,-0.96, 3.93, 3.92
31.08,diamond,-0.51, 3.54, 4.38
31.40506,location,-0.45, 2.20, 4.78
31.82,diamond,-0.35, 2.17, 6.87
32.0224,jump,-0.32, 2.17, 7.87
32.40619,location,-0.27, 4.79, 9.77
33.4,diamond,0.13, 2.17, 10.09
33.40731,location,0.13, 2.17, 10.09
34.1,diamond,-0.23, 2.17, 13.57
34.40842,location,-0.30, 2.17, 15.07
34.44178,jump,-0.31, 2.17, 15.27
35.36,diamond,-0.69, 4.78, 19.84
35.40956,location,-0.73, 4.61, 20.04
36.3,diamond,-3.80, -2.68, 22.69
36.41064,location,-4.30, -2.68, 22.68
37.22,diamond,-7.05, -2.68, 23.64
37.41175,location,-7.57, -2.68, 22.97
38.4129,location,-7.94, -2.68, 22.98
38.78,diamond,-7.55, -2.68, 21.14
39.41399,location,-7.73, -2.68, 18.04
39.52,diamond,-7.71, -2.68, 17.44
40.28,diamond,-7.60, -2.68, 13.65
40.41515,location,-7.62, -2.68, 13.05
41.41627,location,-3.74, -2.68, 12.26
42.41735,location,-4.20, -2.68, 12.88
43.41847,location,-6.44, -2.68, 15.81
44.41961,location,-4.46, -2.68, 20.30
45.38,diamond,-0.90, -2.68, 23.67
45.42072,location,-0.74, -2.68, 23.79
46.16,diamond,2.88, -2.68, 24.12
46.42183,location,4.18, -2.68, 24.21
46.9,diamond,6.56, -2.68, 24.20
47.42296,location,6.39, -2.68, 22.17
48.28,diamond,8.63, -2.68, 20.90
48.42407,location,8.37, -2.68, 20.25
49.42521,location,8.35, -2.68, 18.85
49.72,diamond,8.35, -2.68, 17.35
50.42632,location,8.04, -2.68, 13.87
50.46,diamond,8.03, -2.68, 13.67
51.42744,location,4.05, -2.68, 14.33
52.42855,location,3.74, -2.73, 14.94
53.42968,location,5.80, -2.68, 15.26
54.43084,location,7.38, -2.68, 16.82
55.43192,location,4.57, -2.68, 20.57
56.43304,location,2.58, -2.68, 19.38
56.58322,jump,2.58, -2.68, 19.38
57.43414,location,2.58, -1.72, 19.01
57.65104,jump,2.58, -1.72, 19.01
58.43526,location,2.78, -0.11, 16.34
59.23617,jump,2.70, -0.16, 14.76
59.43638,location,2.44, 1.61, 14.57
60.43748,location,0.16, 2.17, 14.46
61.43863,location,-2.44, 1.37, 14.01
62.43979,location,-3.54, -2.51, 15.80
63.04,diamond,-1.37, -2.68, 13.62
63.04,diamond,-1.37, -2.68, 13.62
63.24,diamond,-0.79, -2.68, 12.81
63.36,diamond,-0.44, -2.68, 12.32
63.36,diamond,-0.44, -2.68, 12.32
63.37413,jump,-0.44, -2.68, 12.32
63.44086,location,-0.22, -1.93, 11.98
63.48,diamond,-0.14, -1.71, 11.80
63.54,diamond,-0.04, -1.61, 11.52
63.86,diamond,0.40, -1.76, 10.61
64.44196,location,0.15, -2.68, 11.81
64.56,diamond,-0.14, -2.68, 12.34
64.6,diamond,-0.18, -2.68, 12.53
64.67557,jump,-0.16, -2.68, 12.83
64.74,diamond,-0.10, -1.93, 13.23
64.92,diamond,0.04, -1.45, 14.12
64.93999,diamond,0.05, -1.44, 14.22
65.16,diamond,0.05, -1.42, 15.30
65.32,diamond,-0.05, -1.60, 15.90
65.42,diamond,-0.21, -1.75, 16.33
65.42,diamond,-0.21, -1.75, 16.33
65.44308,location,-0.26, -1.78, 16.42
65.72,diamond,-0.21, -2.68, 16.89
66.02,diamond,1.03, -2.68, 16.08
66.44422,location,1.00, -2.68, 15.00
66.54,diamond,0.58, -2.68, 14.72
67.44533,location,-1.57, -2.68, 16.04
68.44646,location,-4.04, -2.68, 18.74
69.44759,location,-5.18, -2.68, 19.85
69.99818,jump,-5.37, -2.68, 17.46
70.44875,location,-4.22, 0.33, 15.47
71.08275,jump,-2.96, -0.28, 12.63
71.44984,location,-3.19, 2.25, 10.84
72.45093,location,-2.48, 1.32, 6.26
73.01823,jump,-2.46, 1.32, 7.47
73.45203,location,-0.42, 4.26, 8.17
74.45319,location,0.35, 2.17, 6.43
75.45431,location,0.32, 2.17, 7.63
76.45541,location,0.06, 2.17, 12.62
77.3,diamond,-0.07, 1.82, 16.92
77.45653,location,-0.09, 1.71, 17.62
77.57333,jump,-0.10, 1.53, 18.22
78.18,diamond,-0.17, 4.82, 21.32
78.45764,location,-0.20, 4.48, 22.62
78.64,diamond,-0.22, 3.52, 23.62
79.45878,location,0.89, -2.68, 25.10
80.45993,location,-1.47, -2.68, 24.02
81.46104,location,-3.28, -2.68, 19.47
82.04498,jump,-4.10, -2.68, 16.91
82.46211,location,-3.96, 0.11, 14.86
83.46323,location,-2.65, -0.16, 10.65
83.49663,jump,-2.65, -0.16, 10.65
84.46438,location,-1.72, 2.46, 6.69
85.46549,location,-0.05, 2.17, 9.14
86.46661,location,-0.65, 2.23, 14.10
87.46774,location,-0.77, 2.14, 17.10
87.93494,jump,-0.77, 1.49, 19.00
88.46888,location,-0.77, 4.68, 21.70
89.32,diamond,-0.30, 1.32, 25.96
89.46996,location,-0.23, 1.32, 26.66
90.47105,location,-0.10, 1.32, 27.95
91.28,diamond,-0.15, 1.32, 28.35
91.47218,location,-0.25, 1.32, 29.23
92.06,diamond,0.13, 1.32, 31.42
92.4733,location,-0.04, 1.32, 33.41
92.75999,diamond,-0.08, 1.32, 34.90
93.43999,diamond,-0.14, 1.32, 38.30
93.47444,location,-0.14, 1.32, 38.40
94.1,diamond,-0.09, 1.32, 41.60
94.47555,location,-1.26, 1.32, 41.16
95.47668,location,-2.28, 1.32, 36.30
95.98,diamond,-3.10, 1.32, 33.84
96.06,diamond,-3.24, 1.32, 33.46
96.1,diamond,-3.30, 1.32, 33.27
96.22,diamond,-3.45, 1.32, 32.69
96.22,diamond,-3.45, 1.32, 32.69
96.47778,location,-3.52, 1.32, 32.30
97.47892,location,-1.52, 1.32, 36.19
98.09628,jump,-3.52, 1.32, 36.44
98.48001,location,-4.91, 4.10, 35.03
99.04,diamond,-6.02, 3.98, 32.48
99.16,diamond,-6.44, 3.79, 32.05
99.16,diamond,-6.44, 3.79, 32.05
99.24,diamond,-6.77, 3.97, 31.83
99.24754,jump,-6.77, 3.97, 31.83
99.34,diamond,-7.22, 4.87, 31.61
99.34,diamond,-7.22, 4.87, 31.61
99.34,diamond,-7.22, 4.87, 31.61
99.36,diamond,-7.31, 5.04, 31.58
99.36,diamond,-7.31, 5.04, 31.58
99.36,diamond,-7.31, 5.04, 31.58
99.43999,diamond,-7.70, 5.63, 31.49
99.46,diamond,-7.80, 5.77, 31.48
99.48115,location,-7.90, 5.90, 31.47
100.38,diamond,-8.59, 5.23, 30.95
100.4,diamond,-8.59, 5.08, 30.85
100.4823,location,-8.56, 4.93, 30.45
100.92,diamond,-8.12, 4.72, 30.22
100.94,diamond,-8.02, 4.67, 30.19
101.4834,location,-7.23, 4.27, 30.08
101.5335,jump,-7.23, 4.27, 30.08
101.58,diamond,-7.23, 4.84, 30.08
101.7,diamond,-7.23, 5.82, 30.08
102.4845,location,-8.08, 6.32, 30.92
102.8683,jump,-8.75, 4.94, 32.68
103.4856,location,-8.37, 6.99, 35.73
104.16,diamond,-8.49, 3.87, 39.12
104.18,diamond,-8.48, 3.67, 39.22
104.22,diamond,-8.47, 3.27, 39.42
104.32,normal button enter,-8.44, 2.27, 39.72
104.4867,location,-8.44, 1.32, 39.72
105.4879,location,-8.09, 1.32, 40.21
106.489,location,-8.09, 1.32, 40.21
107.4901,location,-7.43, 1.32, 40.07
108.4912,location,-6.47, 1.32, 41.48
109.4923,location,-3.20, 1.32, 40.67
110.0263,jump,-0.76, 1.32, 39.58
110.4935,location,1.17, 4.24, 38.32
111.4946,location,4.77, 1.30, 34.88
111.6948,jump,5.56, 1.30, 34.26
112.16,diamond,7.44, 4.35, 32.77
112.2,diamond,7.59, 4.45, 32.64
112.4957,location,7.82, 4.46, 32.44
112.72,diamond,7.82, 3.53, 32.44
112.88,normal button enter,8.39, 2.43, 32.04
113.4968,location,8.47, 1.32, 31.98
114.498,location,6.49, 1.32, 35.68
115.4824,jump,3.42, 1.30, 39.63
115.499,location,3.42, 1.30, 39.63
116.5002,location,1.36, 3.45, 44.17
117.5013,location,0.79, 1.32, 49.14
117.9,diamond,0.37, 1.32, 51.09
118.0686,jump,0.10, 1.32, 51.84
118.5024,location,-0.63, 4.20, 53.81
119.5036,location,1.04, 1.32, 55.67
120.5046,location,5.37, 1.32, 55.40
121.5058,location,10.10, 1.32, 55.90
122.5069,location,14.31, 1.32, 54.53
123.508,jump,15.97, 1.32, 50.24
123.508,location,15.97, 1.32, 50.24
124.5091,location,16.53, 3.66, 46.10
124.72,red key,16.61, 2.16, 45.30
125.5102,location,16.83, 1.32, 45.77
125.8606,jump,16.54, 1.32, 47.45
126.5113,location,14.70, 4.48, 50.07
127.5125,location,12.03, 1.32, 53.40
127.8795,jump,10.43, 1.32, 53.92
128.5136,location,7.24, 4.65, 54.14
129.5147,location,2.29, 1.32, 54.36
130,diamond,-0.08, 1.32, 55.17
