czas,bzdura,x,y,z
4.027458,ankieta PRZED_wysoki_minimalna ilość informacji,0.00, 2.95, 0.00
16.65088,False,0.00, 2.95, 0.00
16.65088,location,0.00, 2.95, 0.00
17.65267,location,0.00, 2.17, 0.00
18.65456,location,0.09, 2.17, -0.04
19.65623,location,4.30, 1.32, -2.31
20.65822,location,8.35, 1.32, -3.84
21.6601,location,5.68, 1.32, -3.22
21.96072,jump,4.21, 1.32, -3.49
22.6619,location,0.72, 4.46, -3.64
23.66379,location,-4.27, 1.32, -3.91
24.66569,location,-7.73, 1.32, -3.25
25.66751,jump,-5.02, 1.32, -1.14
25.66751,location,-5.02, 1.32, -1.14
26.66934,location,-1.88, 3.65, 2.20
27.16,diamond,-0.61, 2.25, 4.15
27.67129,location,-0.06, 2.17, 6.47
27.74,diamond,-0.02, 2.17, 6.87
28.4,diamond,0.12, 2.17, 10.16
28.67314,location,0.04, 2.17, 11.46
29.67503,location,0.72, 2.27, 11.70
30.67678,location,5.47, -2.68, 11.58
31.06,diamond,6.96, -2.68, 12.14
31.67871,location,7.95, -2.68, 14.89
31.76,diamond,7.87, -2.68, 15.38
32.54,diamond,7.98, -2.68, 19.02
32.68056,location,8.25, -2.68, 19.62
33.68234,location,8.69, -2.68, 23.09
33.9,diamond,8.34, -2.68, 23.22
34.64,diamond,5.01, -2.68, 23.96
34.68421,location,4.81, -2.68, 23.94
35.48,diamond,1.00, -2.68, 24.27
35.68603,location,0.00, -2.68, 24.25
36.3,diamond,-3.10, -2.68, 24.20
36.68795,location,-4.89, -2.68, 24.43
37.24,diamond,-7.48, -2.68, 24.75
37.68984,location,-7.30, -2.68, 22.65
38.02,diamond,-7.27, -2.68, 20.98
38.69166,location,-8.22, -2.68, 18.03
38.86,diamond,-8.60, -2.68, 17.25
39.6935,location,-9.34, -2.68, 13.55
39.82,diamond,-8.76, -2.68, 13.17
40.69539,location,-6.51, -2.68, 16.10
41.69725,location,-3.00, -2.68, 15.21
42.28,diamond,-1.66, -2.68, 13.08
42.3,diamond,-1.67, -2.68, 12.98
42.52,diamond,-1.13, -2.68, 12.14
42.54,diamond,-1.06, -2.68, 12.06
42.6,diamond,-0.94, -2.68, 11.81
42.69907,location,-0.95, -2.68, 11.42
42.76,diamond,-0.78, -2.68, 11.06
42.88,diamond,-0.21, -2.68, 11.22
42.88,diamond,-0.21, -2.68, 11.22
43.62,diamond,0.71, -2.68, 11.99
43.62,diamond,0.71, -2.68, 11.99
43.70098,location,0.66, -2.68, 12.38
43.88,diamond,0.51, -2.68, 13.27
44.04,diamond,0.34, -2.68, 14.05
44.04,diamond,0.34, -2.68, 14.05
44.08,diamond,0.30, -2.68, 14.25
44.1,diamond,0.30, -2.68, 14.25
44.70283,location,-0.38, -2.68, 14.93
44.76,diamond,-0.34, -2.68, 15.23
44.9,diamond,-0.14, -2.68, 15.90
44.92,diamond,-0.09, -2.68, 15.98
44.98,diamond,0.04, -2.68, 16.25
44.98,diamond,0.04, -2.68, 16.25
45.7047,location,-0.05, -2.68, 17.00
46.7066,location,-3.46, -2.68, 15.87
47.47459,jump,-3.98, -2.68, 16.38
47.70835,location,-3.98, -0.73, 16.38
48.71025,location,-2.57, -0.22, 16.92
48.87724,jump,-2.57, -0.22, 16.92
49.48,diamond,-1.05, 3.09, 17.62
49.71195,location,-0.62, 2.88, 17.41
50.63049,jump,-0.53, 1.72, 18.40
50.71393,location,-0.50, 2.47, 18.80
50.8,diamond,-0.46, 3.26, 19.30
51.22,diamond,-0.27, 4.96, 21.39
51.68,diamond,-0.08, 3.78, 23.68
51.71577,location,-0.07, 3.65, 23.78
52.14,diamond,0.03, 1.32, 25.98
52.7,diamond,0.02, 1.32, 28.28
