czas,bzdura,x,y,z
46.95375,ankieta PRZED_średni_minimalna ilość informacji,0.00, 2.95, 0.00
48.68707,False,0.00, 2.95, 0.00
48.68707,location,0.00, 2.95, 0.00
49.70369,location,0.00, 2.17, 0.00
50.7037,location,0.21, 2.17, 1.36
51.28,diamond,-0.01, 2.17, 3.98
51.72039,location,-0.01, 2.17, 6.17
51.86,diamond,-0.06, 2.17, 6.87
52.52,diamond,-0.30, 2.21, 10.16
52.72039,location,-0.35, 2.20, 11.16
53.22,diamond,-0.06, 2.17, 13.54
53.7204,location,-0.21, 2.20, 16.03
53.94,diamond,-0.58, 2.10, 17.04
54.72041,location,-0.54, 1.47, 18.92
55.64,diamond,-0.51, -2.68, 23.32
55.72042,location,-0.43, -2.68, 23.67
56.28,diamond,-3.04, -2.68, 23.80
56.72043,location,-5.09, -2.68, 23.83
57.12,diamond,-7.06, -2.68, 24.08
57.73711,location,-8.06, -2.68, 21.73
57.84,diamond,-7.82, -2.68, 21.18
58.66,diamond,-7.72, -2.68, 17.41
58.73712,location,-7.85, -2.68, 17.14
59.46,diamond,-7.66, -2.68, 13.70
59.73712,location,-7.75, -2.68, 12.45
60.75381,location,-7.68, -2.68, 12.18
61.77049,location,-6.55, -2.68, 15.14
62.78716,location,-3.31, -2.68, 15.91
63.2,diamond,-1.60, -2.68, 14.70
63.22,diamond,-1.55, -2.68, 14.62
63.4,diamond,-1.09, -2.68, 13.85
63.4,diamond,-1.09, -2.68, 13.85
63.6,diamond,-0.58, -2.68, 12.99
63.74,diamond,-0.61, -2.68, 12.33
63.74,diamond,-0.61, -2.68, 12.33
63.80384,location,-0.60, -2.68, 12.05
63.92,diamond,-0.25, -2.68, 11.56
63.92,diamond,-0.25, -2.68, 11.56
63.94,diamond,-0.18, -2.68, 11.49
64.56,diamond,1.12, -2.68, 12.05
64.56,diamond,1.12, -2.68, 12.05
64.82049,location,0.45, -2.68, 13.05
64.86,diamond,0.42, -2.68, 13.25
65.02,diamond,0.28, -2.68, 14.03
65.04,diamond,0.27, -2.68, 14.13
65.24,diamond,0.25, -2.68, 15.08
65.42,diamond,0.44, -2.68, 15.89
65.43999,diamond,0.42, -2.68, 15.98
65.5,diamond,0.34, -2.68, 16.27
65.5,diamond,0.34, -2.68, 16.27
65.8205,location,-0.70, -2.68, 16.64
66.82053,location,-3.58, -2.68, 17.10
67.82054,location,-2.85, -2.68, 21.53
68.83721,location,1.20, -2.68, 23.80
69.2,diamond,3.00, -2.68, 23.76
69.8539,location,6.07, -2.68, 24.35
69.96,diamond,6.60, -2.68, 24.08
70.64,diamond,7.72, -2.68, 21.16
70.87054,location,8.03, -2.68, 20.20
71.42,diamond,8.07, -2.68, 17.49
71.87057,location,8.03, -2.68, 15.29
72.18,diamond,8.01, -2.68, 13.69
72.87057,location,6.60, -2.68, 13.70
73.88723,location,5.78, -2.68, 18.44
74.88726,location,2.57, -2.68, 22.02
75.13725,jump,1.84, -2.68, 22.97
75.90391,location,-0.46, 0.56, 25.42
76.80391,jump,-1.56, -2.68, 25.43
76.90395,location,-1.44, -1.78, 25.43
77.90395,location,-1.18, -0.97, 25.42
78.90398,location,-1.92, -2.68, 21.42
79.87063,jump,-4.08, -2.68, 17.52
79.92064,location,-4.01, -2.11, 17.23
80.92065,location,-2.84, -0.61, 14.15
81.55399,jump,-2.68, -0.18, 11.27
81.9373,location,-2.19, 2.53, 9.50
82.93734,location,-0.53, 2.27, 10.01
83.95399,location,0.23, 2.17, 14.65
84.92066,jump,1.03, 1.43, 19.23
84.95401,location,1.04, 1.62, 19.32
85.12,diamond,1.08, 3.08, 20.22
85.92,diamond,0.83, 3.68, 24.13
85.95402,location,0.77, 3.57, 24.22
86.38,diamond,0.62, 1.32, 26.15
86.95403,location,-0.32, 1.32, 27.05
87.72068,jump,-0.14, 1.07, 25.56
87.9707,location,-0.09, 2.97, 24.36
88.14,diamond,-0.10, 3.84, 23.46
88.9707,location,-0.30, 1.62, 19.37
89.97072,location,-0.10, 1.43, 18.40
90.9874,location,0.08, 1.66, 17.23
91.97074,jump,0.24, 0.28, 20.12
92.00407,location,0.26, 0.66, 20.32
93.00407,location,0.23, 2.46, 25.32
94.02073,location,-0.31, 1.32, 26.22
94.52,diamond,0.02, 1.32, 28.28
95.02076,location,0.06, 1.32, 30.66
95.18,diamond,-0.07, 1.32, 31.40
95.92,diamond,-0.25, 1.32, 34.84
96.03744,location,-0.62, 1.32, 35.17
96.6,diamond,-2.91, 1.32, 33.86
96.72,diamond,-3.11, 1.32, 33.30
96.74,diamond,-3.13, 1.32, 33.20
96.82,diamond,-2.90, 1.32, 32.87
97,diamond,-2.98, 1.32, 32.08
97.05408,location,-3.13, 1.32, 31.95
97.68744,jump,-4.40, 1.32, 33.06
98.05409,location,-5.27, 3.92, 32.52
98.24,diamond,-6.02, 4.51, 31.86
98.24,diamond,-6.02, 4.51, 31.86
98.28,diamond,-6.18, 4.56, 31.74
98.28,diamond,-6.18, 4.56, 31.74
98.52,diamond,-7.21, 4.33, 31.92
98.57999,diamond,-7.49, 4.33, 31.94
98.6,diamond,-7.59, 4.38, 31.92
98.66,diamond,-7.76, 4.48, 31.71
98.82,diamond,-8.20, 4.72, 31.08
98.90412,jump,-8.29, 4.76, 31.26
98.96,diamond,-8.37, 5.32, 31.44
99,diamond,-8.37, 5.67, 31.44
99.05414,location,-8.54, 5.99, 31.34
99.12,diamond,-8.68, 6.56, 30.98
99.16,diamond,-8.63, 6.80, 30.79
99.42,diamond,-8.09, 6.99, 29.63
99.9,diamond,-7.94, 6.09, 30.30
99.96,diamond,-7.76, 5.75, 30.38
100.04,diamond,-7.40, 5.21, 30.28
100.0708,location,-7.31, 5.06, 30.23
100.4208,jump,-6.95, 4.12, 30.13
100.84,diamond,-6.97, 6.89, 31.23
101.0709,location,-6.97, 6.99, 31.43
102.0875,location,-6.46, 2.72, 35.73
102.2041,jump,-6.99, 2.79, 35.93
103.06,diamond,-7.72, 5.67, 39.68
103.0875,location,-7.80, 5.60, 39.74
103.26,diamond,-8.18, 4.75, 39.73
103.42,diamond,-8.18, 3.58, 39.73
103.56,normal button enter,-8.10, 2.25, 39.92
104.1042,location,-5.61, 1.32, 40.19
105.1042,location,-1.75, 1.32, 42.31
105.24,diamond,-1.08, 1.32, 42.51
105.82,diamond,-0.72, 1.32, 40.07
106.1208,location,0.22, 1.32, 39.03
107.1209,location,4.08, 1.30, 36.23
107.5375,jump,5.51, 1.30, 34.84
108.1,diamond,7.43, 4.58, 32.66
108.1375,location,7.49, 4.60, 32.58
108.16,diamond,7.60, 4.63, 32.42
108.54,diamond,7.78, 3.70, 32.17
108.72,normal button enter,7.92, 2.50, 31.91
109.1375,location,8.41, 1.32, 31.04
110.1376,location,7.83, 1.32, 33.59
111.1376,location,4.26, 1.30, 36.94
111.1876,jump,3.99, 1.30, 37.06
112.1542,location,-0.51, 3.85, 38.25
113.1543,location,-0.46, 1.32, 41.62
113.6709,jump,-0.25, 1.32, 44.11
114.1709,location,0.34, 3.23, 45.64
115.1876,location,-0.15, 1.32, 50.47
115.3,diamond,-0.21, 1.32, 51.06
115.96,diamond,-1.04, 1.32, 54.20
116.1876,location,-1.60, 1.32, 55.15
116.5,diamond,-2.86, 1.32, 55.75
117.06,diamond,-5.48, 1.32, 56.12
117.2043,location,-4.87, 1.32, 56.35
118.221,location,-0.78, 1.32, 55.62
